customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,join_year,join_month,join_day,join_weekday,annual_income_missing,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,annual_income_log,debt_to_income_ratio,spending_to_income_ratio
CUST1010,0.22727272727272724,1,North,1.0,Salaried,0.1047557368077576,0.040047027146981495,0.5557142857142856,0.28571428571428575,0.36860068259385664,0.02678359800900687,2021-10-27,0,2021,10,27,Wednesday,0,False,False,False,False,0.09962425787131238,0.38228958496539206,0.0002678359800900687
CUST1011,0.5227272727272727,1,East,3.0,Salaried,0.07533161982218853,0.07012194455245223,0.627142857142857,0.14285714285714285,0.614334470989761,0.7428300545152882,2019-08-23,0,2019,8,23,Friday,0,False,False,True,False,0.07262909756388138,0.9308434455274807,0.007428300545152882
CUST1012,0.7954545454545454,2,East,2.0,Salaried,0.07070754917911565,0.02114244550706134,0.48285714285714276,0.28571428571428575,0.5563139931740614,0.7226831002607255,2019-05-29,0,2019,5,29,Wednesday,0,False,False,False,True,0.0683196908522118,0.29901256305042495,0.007226831002607254
CUST1013,0.8863636363636362,1,West,0.0,Salaried,0.07790954270869341,0.05102077422824243,0.5528571428571427,0.0,0.2286689419795222,0.13107371415027258,2023-03-11,0,2023,3,11,Saturday,0,False,False,False,True,0.0750235568219153,0.6548719509112119,0.0013107371415027257
CUST1014,0.5227272727272727,1,East,3.0,Salaried,0.045287422884586474,0.3992161077585451,0.6528571428571427,0.14285714285714285,0.993174061433447,0.836335624555582,2023-11-02,1,2023,11,2,Thursday,0,False,False,False,False,0.04429189342117718,8.815165057546647,0.00836335624555582
CUST1015,0.045454545454545414,0,East,1.0,Salaried,0.051682083500030875,0.08670229299538199,0.44714285714285706,0.0,0.6109215017064846,0.15003555344868452,2020-12-02,1,2020,12,2,Wednesday,0,True,False,False,False,0.05039086664712478,1.6776083145976535,0.0015003555344868453
CUST1016,0.47727272727272724,0,East,1.0,Salaried,0.07783422252734509,0.06461309993302249,0.5499999999999999,0.14285714285714285,0.614334470989761,0.29746385399383746,2025-11-26,0,2025,11,26,Wednesday,0,False,False,True,False,0.07495367821890728,0.8301374104472143,0.0029746385399383748
CUST1017,0.022727272727272707,0,North,1.0,Self-Employed,0.09085991926491009,0.04371609873384258,0.5214285714285714,0.4285714285714286,0.5733788395904437,0.2448447499407443,2023-05-12,0,2023,5,12,Friday,0,True,False,False,False,0.08696630196660042,0.48113732752044874,0.0024484474994074428
CUST1018,0.5227272727272727,1,West,0.0,Salaried,0.5018627119790972,0.009497743413401025,0.6285714285714284,0.28571428571428575,0.07167235494880542,0.3691633088409576,2025-04-07,0,2025,4,7,Monday,0,True,False,False,False,0.40670614568842345,0.018924983240828242,0.0036916330884095763
CUST1019,0.9772727272727273,1,South,3.0,Salaried,0.07070754917911565,0.03229216897946999,0.6714285714285713,0.4285714285714286,0.22184300341296925,0.2506518132258829,2020-03-20,0,2020,3,20,Friday,0,False,False,True,False,0.0683196908522118,0.45670044223521017,0.0025065181322588294
CUST1020,0.6590909090909091,0,North,3.0,Salaried,0.08040268420237541,0.040161257648814494,0.6885714285714284,0.28571428571428575,0.06825938566552903,0.4866082009954966,2023-12-21,1,2023,12,21,Thursday,0,False,False,True,False,0.07733382738563949,0.4995014538038019,0.004866082009954966
CUST1021,0.8409090909090908,0,East,0.0,Self-Employed,0.10094712721867591,0.03392496680658004,0.7142857142857142,0.14285714285714285,0.3378839590443686,0.4044797345342499,2020-12-24,0,2020,12,24,Thursday,0,False,False,False,True,0.09617083407941074,0.3360666889815532,0.004044797345342499
CUST1022,0.022727272727272707,0,North,3.0,Salaried,0.04170212513633737,0.054596647677424795,0.5657142857142856,0.4285714285714286,0.3481228668941979,0.9879118274472625,2018-10-17,0,2018,10,17,Wednesday,0,False,False,False,True,0.040856034071786895,1.3092054061736942,0.009879118274472624
CUST1023,0.45454545454545453,1,East,0.0,Salaried,0.10911404387351242,0.04363850843320158,0.6757142857142856,0.14285714285714285,0.15699658703071673,0.05036738563640669,2024-08-20,0,2024,8,20,Tuesday,0,False,False,True,False,0.10356153795350573,0.39993484691840736,0.000503673856364067
CUST1024,0.7272727272727273,0,East,0.0,Salaried,0.11326132777333833,0.05766943225346299,0.8028571428571427,0.28571428571428575,0.1296928327645051,0.13735482341787153,2020-02-08,0,2020,2,8,Saturday,0,False,True,False,False,0.10729384057624904,0.5091714302420385,0.0013735482341787153
CUST1025,0.25,0,North,0.0,Unemployed,0.1401338246943026,0.0857991858138143,0.0,0.4285714285714286,0.9692832764505118,0.04728608675041479,2024-11-19,0,2024,11,19,Tuesday,0,False,False,False,True,0.13114564559944908,0.6122660678175482,0.0004728608675041479
CUST1026,0.47727272727272724,1,West,1.0,Salaried,0.07489307959032693,0.04187581615665238,0.597142857142857,0.28571428571428575,0.30375426621160406,0.6245555818914436,2019-04-16,0,2019,4,16,Tuesday,0,False,True,False,False,0.07222119578686066,0.5591413303567904,0.006245555818914435
CUST1027,0.9772727272727273,1,East,3.0,Salaried,0.07070754917911565,0.015222862427632114,0.6757142857142856,0.14285714285714285,0.28668941979522183,0.04894524768902586,2024-01-06,0,2024,1,6,Saturday,0,False,False,True,False,0.0683196908522118,0.2152933117377568,0.0004894524768902586
CUST1028,0.5454545454545454,1,West,0.0,Salaried,0.09113576044945028,0.03381649294576872,0.5928571428571427,0.5714285714285714,0.9283276450511944,0.8366911590424271,2018-03-29,1,2018,3,29,Thursday,0,False,False,False,True,0.08721913581826574,0.3710562437729974,0.008366911590424271
CUST1029,0.5909090909090908,1,South,3.0,Salaried,0.0903402851146978,0.06890126216902123,0.7999999999999998,0.14285714285714285,0.6382252559726962,0.5097179426404361,2024-09-09,0,2024,9,9,Monday,0,True,False,False,False,0.08648983569908447,0.762685905646001,0.005097179426404361
CUST1030,0.9318181818181818,1,East,1.0,Salaried,0.0992936704233635,0.07147688284464228,0.9285714285714284,0.28571428571428575,0.5392491467576791,0.5250059255747808,2020-02-29,0,2020,2,29,Saturday,0,False,False,True,False,0.09466785576145582,0.71985336567661,0.005250059255747808
CUST1031,0.6136363636363636,1,West,0.0,Salaried,0.08996506632963246,0.06405595080193816,0.6899999999999998,0.0,0.8259385665529009,0.5598483052856128,2022-07-23,0,2022,7,23,Saturday,0,False,False,False,False,0.08614564648859518,0.7120091543892918,0.005598483052856128
CUST1032,0.3409090909090909,1,West,2.0,Self-Employed,0.06570994489302118,0.0884772992669512,0.627142857142857,0.0,0.24573378839590443,0.1661531168523347,2021-08-02,0,2021,8,2,Monday,0,False,True,False,False,0.06364119199537831,1.3464826277209079,0.001661531168523347
CUST1033,0.5062747035573122,1,South,1.0,Self-Employed,0.10189959762383201,0.04788387043749462,0.5728571428571427,0.14285714285714285,0.16382252559726962,0.19317373785257175,2020-05-14,0,2020,5,14,Thursday,0,False,False,True,False,0.09703559734575212,0.46991226220794874,0.0019317373785257175
CUST1034,0.9772727272727273,1,West,2.0,Salaried,0.03940842445453718,0.10898907714975384,0.6842857142857142,0.4285714285714286,0.341296928327645,0.31524057833609864,2021-07-17,0,2021,7,17,Saturday,0,False,False,True,False,0.03865172867243994,2.765628889210913,0.0031524057833609864
CUST1035,0.045454545454545414,0,West,3.0,Self-Employed,0.06875961163165699,0.07530510978413357,0.5014285714285713,0.14285714285714285,0.0034129692832765013,0.591964920597298,2018-01-24,0,2018,1,24,Wednesday,0,False,False,False,True,0.06649873456795519,1.0951939372133253,0.00591964920597298
CUST1036,0.8181818181818181,1,South,3.0,Salaried,0.07070754917911565,0.01569962027915893,0.767142857142857,0.14285714285714285,0.8293515358361774,0.2057359563877696,2023-03-02,0,2023,3,2,Thursday,0,False,False,False,True,0.0683196908522118,0.22203598429622853,0.0020573595638776958
CUST1037,0.1363636363636363,2,East,1.0,Salaried,0.03453087781904862,0.10212366703164924,0.597142857142857,0.0,0.5972696245733788,0.1112822943825551,2018-11-07,1,2018,11,7,Wednesday,0,False,False,False,True,0.03394806581896215,2.957459337315593,0.001112822943825551
CUST1038,0.45454545454545453,0,West,3.0,Salaried,0.05013890213846052,0.03203456990926275,0.6442857142857141,0.28571428571428575,0.8088737201365187,0.971320218061152,2022-01-24,0,2022,1,24,Monday,0,False,False,False,False,0.04892244317109387,0.6389164609308365,0.00971320218061152
CUST1039,0.18181818181818182,1,West,2.0,Unemployed,0.08690527129871303,0.02474313499251314,0.5228571428571427,0.14285714285714285,0.19795221843003408,0.016236074899265207,2021-05-16,0,2021,5,16,Sunday,0,False,False,False,True,0.08333445742225175,0.2847138570854396,0.00016236074899265206
CUST1040,0.8636363636363635,1,West,0.0,Salaried,0.07933424964657798,0.06726842642936494,0.687142857142857,0.28571428571428575,0.33447098976109213,0.8026783598009009,2025-06-04,0,2025,6,4,Wednesday,0,False,False,True,False,0.07634441554921358,0.8479115480266789,0.008026783598009008
CUST1041,0.38636363636363635,1,North,0.0,Salaried,0.044755664649670096,0.005523857987742346,0.5685714285714285,0.14285714285714285,0.0034129692832765013,0.7878644228490166,2024-10-21,0,2024,10,21,Monday,0,False,False,False,True,0.04378304434570897,0.12342254396132768,0.007878644228490167
CUST1042,0.06818181818181812,1,South,0.0,Salaried,0.05725883546351566,0.03398678245497986,0.6839999999999998,0.14285714285714285,0.8259385665529009,0.2934344631429249,2019-12-07,0,2019,12,7,Saturday,0,True,False,False,False,0.05567955435943871,0.5935639832674496,0.002934344631429249
CUST1043,0.5454545454545454,0,North,1.0,Salaried,0.07070754917911565,0.09547520008566172,0.6899999999999998,0.5714285714285714,0.7167235494880546,0.13071817966342736,2021-09-21,1,2021,9,21,Tuesday,0,False,False,False,True,0.0683196908522118,1.3502829781839123,0.0013071817966342737
CUST1044,0.2954545454545454,0,South,3.0,Salaried,0.09531838437213658,0.06815411810369001,0.5499999999999999,0.28571428571428575,0.41638225255972694,0.1407916567907087,2019-02-26,0,2019,2,26,Tuesday,0,False,False,False,False,0.09104508298907707,0.7150154563846426,0.0014079165679070872
CUST1045,0.18181818181818182,1,East,2.0,Salaried,0.061627360201662464,0.0751427652281133,0.588,0.0,0.7781569965870306,0.6966105712254089,2022-11-09,1,2022,11,9,Wednesday,0,True,False,False,False,0.059802976312703794,1.2193085178762249,0.006966105712254089
CUST1046,0.5681818181818181,0,East,3.0,Salaried,0.117436443766919,0.035039318146313427,0.767142857142857,0.14285714285714285,0.2764505119453925,0.6416212372600143,2024-06-26,0,2024,6,26,Wednesday,0,False,False,True,False,0.11103717230157344,0.29836835161542713,0.006416212372600143
CUST1047,0.022727272727272707,0,West,3.0,Salaried,0.07081011993851348,0.010978091859060485,0.5957142857142856,0.28571428571428575,0.4880546075085324,0.7825314055463382,2025-03-19,0,2025,3,19,Wednesday,0,False,False,True,False,0.06841548343982891,0.1550356342934186,0.007825314055463382
CUST1048,0.43181818181818177,1,South,3.0,Salaried,0.06261220473608192,0.07226504828500944,0.6457142857142856,0.5714285714285714,0.4744027303754266,0.9384925337757763,2020-08-04,0,2020,8,4,Tuesday,0,False,True,False,False,0.060730220698165534,1.154168721411671,0.009384925337757763
CUST1049,0.6136363636363636,0,East,0.0,Self-Employed,0.05996673228765293,0.0783642625250443,0.6628571428571427,0.14285714285714285,0.09556313993174059,0.6910405309315004,2021-04-01,1,2021,4,1,Thursday,0,True,False,False,False,0.058237522997178146,1.306795610425139,0.006910405309315004
CUST1050,0.1363636363636363,2,South,2.0,Salaried,0.06194568200772315,0.07712872297299123,0.48857142857142843,0.0,0.9180887372013651,0.15110215690922024,2023-01-09,0,2023,1,9,Monday,0,False,True,False,False,0.060102774626317454,1.2451024909754826,0.0015110215690922024
CUST1051,0.9772727272727273,2,East,2.0,Salaried,0.07162001381075275,0.058677998490164696,0.6599999999999999,0.4285714285714286,0.8395904436860068,0.23927470964683578,2022-04-14,1,2022,4,14,Thursday,0,True,False,False,False,0.0691715350823633,0.8192961068845117,0.002392747096468358
CUST1052,0.15909090909090912,1,North,3.0,Self-Employed,0.13706332476040028,0.026572935508917803,0.6242857142857142,0.14285714285714285,0.037542662116041015,0.8424982223275659,2020-04-28,1,2020,4,28,Tuesday,0,True,False,False,False,0.12844890781768847,0.19387341986173048,0.00842498222327566
CUST1053,0.7727272727272727,0,East,0.0,Salaried,0.05936619823932523,0.11951490721166662,0.5499999999999999,0.7142857142857143,0.3583617747440273,0.2049063759184641,2022-05-09,1,2022,5,9,Monday,0,False,False,False,False,0.057670803105508046,2.0131810821009894,0.002049063759184641
CUST1054,0.2954545454545454,1,North,0.0,Salaried,0.06025199326361744,0.06606780281590069,0.0,0.28571428571428575,0.10580204778156999,0.06707750651813227,2021-08-11,0,2021,8,11,Wednesday,0,False,True,False,False,0.05850660936477599,1.096524766024547,0.0006707750651813227
CUST1055,0.3636363636363636,0,East,2.0,Unemployed,0.07038757002604493,0.04822443884040395,0.6742857142857142,0.8571428571428572,0.24914675767918087,0.7025361460061627,2023-09-21,0,2023,9,21,Thursday,0,False,False,False,False,0.06802079786741841,0.6851272010464328,0.007025361460061627
CUST1056,0.7954545454545454,2,West,0.0,Salaried,0.09831015242055287,0.048345567909151496,0.727142857142857,0.0,0.5802047781569966,0.39950225171841675,2023-05-02,0,2023,5,2,Tuesday,0,True,False,False,False,0.0937727735284792,0.4917657710704993,0.003995022517184168
CUST1057,0.5062747035573122,0,North,0.0,Salaried,0.07070754917911565,0.05705459690851574,0.6328571428571428,0.28571428571428575,0.2320819112627986,0.9208343209291303,2021-08-01,0,2021,8,1,Sunday,0,False,False,True,False,0.0683196908522118,0.8069095530943324,0.009208343209291304
CUST1058,0.06818181818181812,0,East,0.0,Salaried,0.08100142737853114,0.08216816174186178,0.4714285714285713,0.14285714285714285,0.46416382252559724,0.649087461483764,2019-01-22,0,2019,1,22,Tuesday,0,True,False,False,False,0.07788785908037259,1.014403874117901,0.00649087461483764
CUST1059,0.022727272727272707,0,West,1.0,Salaried,0.046325273093291215,0.05814731383286049,0.5085714285714285,0.28571428571428575,0.3378839590443686,0.08520976534723879,2023-07-29,0,2023,7,29,Saturday,0,False,False,False,False,0.045284285842467326,1.2551963528798136,0.0008520976534723879
CUST1060,0.11363636363636359,0,North,3.0,Salaried,0.08367683453326494,0.07640589146531533,0.5714285714285713,0.0,0.4948805460750853,0.9489215453899029,2021-03-07,0,2021,3,7,Sunday,0,False,True,False,False,0.0803597354456274,0.9131068579672537,0.00948921545389903
CUST1061,0.9318181818181818,1,West,2.0,Salaried,0.05514516049005065,0.05710373611795344,0.7714285714285714,0.28571428571428575,0.02730375426621162,0.25456269258118036,2023-07-19,0,2023,7,19,Wednesday,0,False,True,False,False,0.05367835034456209,1.0355167273156483,0.0025456269258118036
CUST1062,0.5062747035573122,1,South,2.0,Salaried,0.0058132713503355055,0.04990410112417705,0.5899999999999999,0.28571428571428575,0.20819112627986347,0.33372837165205027,2019-12-17,0,2019,12,17,Tuesday,0,False,False,False,False,0.0057964394890537745,8.584512594839891,0.0033372837165205026
CUST1063,0.6363636363636364,1,South,1.0,Salaried,0.0786711375323556,0.07047526218641248,0.5671428571428571,0.14285714285714285,0.6279863481228669,0.39926522872718656,2024-10-14,0,2024,10,14,Monday,0,False,True,False,False,0.07572985532704489,0.8958210647129342,0.003992652287271865
CUST1064,0.38636363636363635,0,North,3.0,Unemployed,0.07844134236366002,0.06943894851536576,0.44714285714285706,0.4285714285714286,0.09556313993174059,0.04562692581180372,2025-02-14,0,2025,2,14,Friday,0,False,False,False,True,0.07551679720262484,0.8852340669215161,0.0004562692581180372
CUST1065,0.5681818181818181,1,East,2.0,Self-Employed,0.052820177860311714,0.04834052099099549,0.5485714285714285,0.14285714285714285,0.38566552901023887,0.4941929367148614,2025-10-18,0,2025,10,18,Saturday,0,False,False,True,False,0.051472447306004185,0.9151904243646599,0.004941929367148614
CUST1066,0.9772727272727273,1,North,0.0,Salaried,0.0512052438917198,0.0325199020622481,0.5399999999999999,0.0,0.4846416382252559,0.1182744726238445,2019-03-02,0,2019,3,2,Saturday,0,False,False,True,False,0.04993735721723519,0.6350892914603765,0.001182744726238445
CUST1067,0.75,1,West,2.0,Salaried,0.0328651857588973,0.06229921382815296,0.5142857142857142,0.14285714285714285,0.4061433447098976,0.39796160227542077,2021-12-10,0,2021,12,10,Friday,0,False,False,True,False,0.03233667412685044,1.8955990173062465,0.003979616022754207
CUST1068,0.20454545454545453,0,East,0.0,Self-Employed,0.08966713517830155,0.22075846784530342,0.6257142857142856,0.14285714285714285,0.5767918088737201,0.3473571936477839,2023-09-05,0,2023,9,5,Tuesday,0,False,True,False,False,0.08587226903254523,2.461977483794135,0.003473571936477839
CUST1069,0.7954545454545454,0,South,1.0,Salaried,0.09264054542445349,0.03782467709376336,0.7399999999999999,0.28571428571428575,0.5324232081911262,0.7725764399146717,2019-01-20,0,2019,1,20,Sunday,0,False,True,False,False,0.08859728541090031,0.40829506044530606,0.007725764399146717
CUST1070,0.2954545454545454,1,East,0.0,Salaried,0.044645970186632654,0.029975994473309182,0.7842857142857141,0.4285714285714286,0.8839590443686005,0.803152405783361,2018-02-25,0,2018,2,25,Sunday,0,True,False,False,False,0.04367804350593809,0.671415456938244,0.00803152405783361
CUST1071,0.6818181818181818,1,South,2.0,Unemployed,0.05388690438403765,0.06417580145962636,0.7214285714285713,0.7142857142857143,0.2764505119453925,0.14861341550130364,2025-05-05,0,2025,5,5,Monday,0,True,False,False,False,0.052485143018551804,1.1909350183165557,0.0014861341550130363
CUST1072,0.3181818181818181,0,East,2.0,Salaried,0.0668755051066126,0.06798699201733747,0.6222857142857142,0.14285714285714285,0.8225255972696245,0.3633562455558189,2018-04-16,0,2018,4,16,Monday,0,False,False,True,False,0.06473428801143552,1.0166202394875814,0.003633562455558189
CUST1073,0.15909090909090912,0,East,2.0,Self-Employed,0.7941374889299466,0.04314322044557256,0.5228571428571427,0.28571428571428575,0.5836177474402731,0.3702299123014933,2025-12-06,0,2025,12,6,Saturday,0,False,False,False,True,0.5845243988995719,0.054327142399114674,0.0037022991230149334
CUST1074,0.2954545454545454,1,East,1.0,Unemployed,0.08345472169388647,0.03714046785519708,0.6225714285714284,0.4285714285714286,0.7849829351535835,0.14659872007584734,2019-11-01,0,2019,11,1,Friday,0,True,False,False,False,0.08015475219067182,0.4450373460165506,0.0014659872007584734
CUST1075,0.49999999999999994,0,West,1.0,Salaried,0.042892031619455956,0.030307526041695808,0.7799999999999999,0.4285714285714286,0.7064846416382252,0.7984119459587582,2019-01-11,0,2019,1,11,Friday,0,True,False,False,False,0.041997653516987365,0.7066003846725745,0.007984119459587581
CUST1076,0.8863636363636362,1,West,3.0,Salaried,0.07687815947783182,0.2539414269783174,0.3942857142857142,0.4285714285714286,0.2525597269624573,0.7064470253614601,2020-01-13,0,2020,1,13,Monday,0,False,True,False,False,0.07406626222757598,3.30316735862469,0.007064470253614601
CUST1077,0.45454545454545453,1,North,2.0,Salaried,0.031085245210185394,0.03102484051564229,0.6242857142857142,0.0,0.9180887372013651,0.18582602512443713,2020-08-24,0,2020,8,24,Monday,0,False,False,False,True,0.030611883682984446,0.9980568049524888,0.0018582602512443713
CUST1078,0.5062747035573122,0,North,0.0,Self-Employed,0.08816539566699187,0.11414735355307692,0.6179999999999999,0.4285714285714286,0.38566552901023887,0.36347475705143406,2018-11-04,0,2018,11,4,Sunday,0,False,False,True,False,0.0844931549564533,1.2946956420886613,0.0036347475705143404
CUST1079,1.0,1,South,1.0,Self-Employed,0.11425885774314269,0.041771562720488944,0.6785714285714285,0.4285714285714286,0.20819112627986347,0.1006162597771984,2023-11-09,0,2023,11,9,Thursday,0,True,False,False,False,0.1081894823243895,0.3655870848489721,0.001006162597771984
CUST1080,0.38636363636363635,1,West,2.0,Self-Employed,0.11437451451341121,0.013017054376591126,0.8085714285714285,0.28571428571428575,0.34470989761092147,0.6269258118037451,2020-03-12,0,2020,3,12,Thursday,0,False,False,False,True,0.10829327397698892,0.11381079458103217,0.006269258118037451
CUST1081,0.5227272727272727,1,South,2.0,Salaried,0.08862600842562303,0.052147431980486596,0.5657142857142856,0.5714285714285714,0.7133105802047781,0.11637828869400335,2018-04-20,0,2018,4,20,Friday,0,False,False,False,True,0.08491635835999473,0.5883987432904633,0.0011637828869400335
CUST1082,0.5681818181818181,1,North,1.0,Self-Employed,0.05270212962714282,0.050977431088874495,0.4085714285714285,0.28571428571428575,0.8668941979522183,0.987200758473572,2022-07-23,0,2022,7,23,Saturday,0,False,False,True,False,0.05136031528738553,0.9672745949647533,0.00987200758473572
CUST1083,0.5454545454545454,1,South,3.0,Unemployed,0.033150519764950384,0.08331764739645037,0.5942857142857142,0.14285714285714285,0.06484641638225258,0.7805167101208819,2025-03-17,0,2025,3,17,Monday,0,False,False,False,True,0.03261289081494661,2.5133134559338353,0.007805167101208818
CUST1084,1.0,0,North,1.0,Salaried,0.030444502103092158,0.06083602005141796,0.7528571428571427,0.0,0.1945392491467577,0.387177056174449,2018-12-06,1,2018,12,6,Thursday,0,False,False,False,True,0.02999026458817316,1.998259647847518,0.0038717705617444895
CUST1085,0.9090909090909091,0,West,1.0,Unemployed,0.003369473126497019,0.030209802662497426,0.5842857142857142,0.28571428571428575,0.378839590443686,0.5769139606541835,2022-05-08,0,2022,5,8,Sunday,0,False,False,False,True,0.003363809171385532,8.965734857753333,0.005769139606541835
CUST1086,0.6363636363636364,0,East,0.0,Self-Employed,0.08750772810937266,0.04515338004347077,0.5442857142857142,0.0,0.6655290102389078,0.9120644702536146,2020-09-05,0,2020,9,5,Saturday,0,True,False,False,False,0.08388859026292154,0.5159930559165613,0.009120644702536146
CUST1087,0.5062747035573122,0,West,0.0,Self-Employed,0.06579786439964995,0.061908617545721974,0.5699999999999998,0.4285714285714286,0.31058020477815695,0.552263569566248,2024-07-31,0,2024,7,31,Wednesday,0,False,False,True,False,0.06372368712515952,0.9408909865173577,0.0055226356956624804
CUST1088,1.0,0,South,3.0,Salaried,0.09337630612678409,0.005906177203077366,0.6999999999999998,0.14285714285714285,0.174061433447099,0.16982697321640194,2023-03-31,0,2023,3,31,Friday,0,False,False,False,True,0.08927043733979935,0.06325134767119725,0.0016982697321640194
CUST1089,0.0,0,South,2.0,Salaried,0.10751404074302862,0.08951143069183612,0.5685714285714285,0.0,0.9965870307167235,0.3755629296041716,2018-06-17,1,2018,6,17,Sunday,0,False,False,False,True,0.10211790072859925,0.8325557301467175,0.003755629296041716
CUST1090,0.5454545454545454,1,West,1.0,Salaried,0.07132256553000749,0.030282556838739552,0.6005714285714284,0.28571428571428575,0.023890784982935176,0.8434463142924865,2019-07-11,0,2019,7,11,Thursday,0,True,False,False,False,0.06889392775352203,0.42458591630440995,0.008434463142924864
CUST1091,0.1363636363636363,1,West,3.0,Salaried,0.07257759414210618,0.09165212166995036,0.617142857142857,0.0,0.3310580204778157,0.6430433752073952,2020-06-23,0,2020,6,23,Tuesday,0,False,False,True,False,0.07006471805343178,1.2628156492828413,0.006430433752073952
CUST1092,0.18181818181818182,1,North,0.0,Salaried,0.5215261167368744,0.06368416369194971,0.607142857142857,0.14285714285714285,0.8020477815699658,0.6495615074662243,2018-04-15,1,2018,4,15,Sunday,0,False,True,False,False,0.4197138553320353,0.12211116883352609,0.006495615074662243
CUST1093,0.5227272727272727,1,South,1.0,Self-Employed,0.059169324380556616,0.07015708038380927,0.6842857142857142,0.14285714285714285,0.2320819112627986,0.8672671249111166,2023-08-10,0,2023,8,10,Thursday,0,True,False,False,False,0.057484944660149646,1.1857002106798316,0.008672671249111166
CUST1094,0.0,1,South,2.0,Unemployed,0.08845096511333049,0.0843468790038587,0.5657142857142856,0.28571428571428575,0.15017064846416384,0.8946432803981987,2024-01-07,0,2024,1,7,Sunday,0,False,False,True,False,0.08475555255037266,0.953600437211586,0.008946432803981988
CUST1095,0.5062747035573122,1,West,0.0,Self-Employed,0.06384841011535179,0.06861583377336909,0.5714285714285713,0.14285714285714285,0.46416382252559724,0.9205972979379002,2018-05-26,1,2018,5,26,Saturday,0,False,False,False,True,0.06189290907329853,1.0746678523302966,0.009205972979379003
CUST1096,0.15909090909090912,0,East,0.0,Salaried,0.0599071658954108,0.07133882658224774,0.6942857142857142,0.0,0.7952218430034129,0.08959469068499643,2025-07-26,0,2025,7,26,Saturday,0,False,False,True,False,0.05818132494472903,1.1908229260385137,0.0008959469068499643
CUST1097,0.5227272727272727,1,South,0.0,Salaried,0.0681010012228943,0.048482947811721036,0.5157142857142856,0.14285714285714285,0.10580204778156999,0.5421900924389667,2020-05-23,0,2020,5,23,Saturday,0,False,False,True,False,0.0658823064999232,0.7119270927168391,0.005421900924389667
